Normalized Coil Height [-],Air Velocity [m/s],CFM,angle,height
7.317492683291181e-05,-0.0182318928195,1150,17,0.38
0.0002586907876972546,-0.06980631045999999,1150,17,0.38
0.00044635311756899276,-0.1137765939,1150,17,0.38
0.0007006907780100751,-0.158940102,1150,17,0.38
0.0011623136373568887,-0.2128543147,1150,17,0.38
0.0016292775419653237,-0.2438939523,1150,17,0.38
0.0022621509691904715,-0.26343777065,1150,17,0.38
0.0034108164644145776,-0.27748895100000004,1150,17,0.38
0.00457277207311561,-0.28335568,1150,17,0.38
0.007108085563759493,-0.28963403995000003,1150,17,0.38
0.01170609337515265,-0.3002905426,1150,17,0.38
0.01672299036111424,-0.30668844674999995,1150,17,0.38
0.0234121867503053,-0.3128740002,1150,17,0.38
0.028429082515171716,-0.31637099,1150,17,0.38
0.03344598072222847,-0.31785513565,1150,17,0.38
0.040135178340409715,-0.3201111769,1150,17,0.38
0.045152076547466474,-0.3208278239,1150,17,0.38
0.0501689723202279,-0.32193019075,1150,17,0.38
0.05685816747779711,-0.32284542115000003,1150,17,0.38
0.06187506568485387,-0.3234118959,1150,17,0.38
0.06689196389191061,-0.32406204755,1150,17,0.38
0.07190886209896738,-0.323110933,1150,17,0.38
0.07692575542427514,-0.3232822566,1150,17,0.38
0.08361495058184436,-0.32637133825,1150,17,0.38
0.08863185123635478,-0.3253140747,1150,17,0.38
0.09364874699595785,-0.32699590425,1150,17,0.38
0.10033793971923173,-0.33106413695,1150,17,0.38
0.10535484037374218,-0.3309863898,1150,17,0.38
0.11037173613334525,-0.3347559722,1150,17,0.38
0.1170609337515265,-0.34026294105,1150,17,0.38
0.12207782951112958,-0.3436424234,1150,17,0.38
0.12709472527073265,-0.34862114225,1150,17,0.38
0.13211162103033575,-0.3500410617,1150,17,0.38
0.13712852169800452,-0.356070895,1150,17,0.38
0.14381771931618575,-0.36312058625,1150,17,0.38
0.14883461016772315,-0.3649168935,1150,17,0.38
0.15385151083539192,-0.3694875018,1150,17,0.38
0.16054070845357316,-0.37711847705,1150,17,0.38
0.16555760912124193,-0.3841033785,1150,17,0.38
0.17057449506471362,-0.3847443558,1150,17,0.38
0.17726370248586792,-0.39048809175,1150,17,0.38
0.18228058844249792,-0.3904439211,1150,17,0.38
