Normalized Coil Height [-],Air Velocity [m/s],CFM,angle,height
7.317492683291181e-05,-0.0029449445625000003,300,17,0.38
0.0002586907876972546,-0.011366439255,300,17,0.38
0.00044635311756899276,-0.01863729431,300,17,0.38
0.0007006907780100751,-0.026277095055,300,17,0.38
0.0011623136373568887,-0.035734321890000004,300,17,0.38
0.0016292775419653237,-0.04191025018,300,17,0.38
0.0022621509691904715,-0.046137598589999995,300,17,0.38
0.0034108164644145776,-0.049409362814999996,300,17,0.38
0.00457277207311561,-0.05052353783,300,17,0.38
0.007108085563759493,-0.05286943944,300,17,0.38
0.01170609337515265,-0.05470286574,300,17,0.38
0.01672299036111424,-0.056175032195,300,17,0.38
0.0234121867503053,-0.05819997614,300,17,0.38
0.028429082515171716,-0.06133838998,300,17,0.38
0.03344598072222847,-0.064025628555,300,17,0.38
0.040135178340409715,-0.067776759015,300,17,0.38
0.045152076547466474,-0.06944706581,300,17,0.38
0.0501689723202279,-0.07157595672,300,17,0.38
0.05685816747779711,-0.07450282579,300,17,0.38
0.06187506568485387,-0.07671557079,300,17,0.38
0.06689196389191061,-0.079346513395,300,17,0.38
0.07190886209896738,-0.0795356908,300,17,0.38
0.07692575542427514,-0.080971029325,300,17,0.38
0.08361495058184436,-0.086653623865,300,17,0.38
0.08863185123635478,-0.08573182453,300,17,0.38
0.09364874699595785,-0.08779722448499999,300,17,0.38
0.10033793971923173,-0.092246204005,300,17,0.38
0.10535484037374218,-0.09027348687,300,17,0.38
0.11037173613334525,-0.09166098781000001,300,17,0.38
0.1170609337515265,-0.09225421702,300,17,0.38
0.12207782951112958,-0.08970401467,300,17,0.38
0.12709472527073265,-0.0869346175,300,17,0.38
0.13211162103033575,-0.07834748649,300,17,0.38
0.13712852169800452,-0.07158256103999999,300,17,0.38
0.14381771931618575,-0.056994082575,300,17,0.38
0.14883461016772315,-0.03979387713,300,17,0.38
0.15385151083539192,-0.02006266109,300,17,0.38
0.16054070845357316,0.0115005008645,300,17,0.38
0.16555760912124193,0.03843085448,300,17,0.38
0.17057449506471362,0.065257274835,300,17,0.38
0.17726370248586792,0.12292326835,300,17,0.38
0.18228058844249792,0.1620452536,300,17,0.38
0.18729749400507406,0.21181788995,300,17,0.38
0.19231437996170406,0.2685018778,300,17,0.38
0.19733128553743856,0.3383037826,300,17,0.38
0.20402048314246143,0.40989673410000005,300,17,0.38
0.2090373789152229,0.5083851544,300,17,0.38
0.21405427466166763,0.56658369855,300,17,0.38
0.22074347227984886,0.66022474945,300,17,0.38
0.225760377842425,0.7361553211,300,17,0.38
0.230777263799055,0.8170774517499999,300,17,0.38
0.23746646141723626,0.88902808345,300,17,0.38
0.242483357163681,0.9586384844,300,17,0.38
0.24750026273941547,1.00890462075,300,17,0.38
0.25251714870920383,1.052084295,300,17,0.38
0.25753405425862164,1.0811217,300,17,0.38
0.26422324203435477,1.0960625585,300,17,0.38
0.26924014771535604,1.106545201,300,17,0.38
0.27425704339600904,1.1041494104999998,300,17,0.38
0.2809462410141903,1.091568118,300,17,0.38
0.2859631270892455,1.07273216,300,17,0.38
0.2909800325070797,1.050619604,300,17,0.38
0.2976692302568445,1.0230161175,300,17,0.38
0.30268612593749744,1.003295411,300,17,0.38
0.30770302161815044,0.97932449855,300,17,0.38
0.3127199172988034,0.9612207651,300,17,0.38
0.3177368229798047,0.93336587605,300,17,0.38
0.3244260107292211,0.9053390077,300,17,0.38
0.329442935884585,0.8865008044,300,17,0.38
0.33445980235369405,0.8634758707500001,300,17,0.38
0.34114900970905665,0.83912131915,300,17,0.38
0.3461659152584744,0.8247691244,300,17,0.38
0.3511828209394757,0.8034492949500001,300,17,0.38
0.3561996871454178,0.7866826646,300,17,0.38
0.3612165928264191,0.77058811475,300,17,0.38
0.3679058001817816,0.7535989481,300,17,0.38
