Normalized Coil Height [-],Air Velocity [m/s],CFM,angle,height
7.495012749763711e-05,-0.008506685786000001,700,23.4,0.53
0.0002649665458328995,-0.03129820881,700,23.4,0.53
0.00045718148864615866,-0.04906874976,700,23.4,0.53
0.0007176892920750579,-0.06493544753,700,23.4,0.53
0.0010498367001411844,-0.07897110389,700,23.4,0.53
0.0014999941953587868,-0.089626463505,700,23.4,0.53
0.002073944914871335,-0.09739623659,700,23.4,0.53
0.0028518171467762517,-0.10180242235,700,23.4,0.53
0.003843604020135762,-0.1043446779,700,23.4,0.53
0.005419517388968692,-0.1075016969,700,23.4,0.53
0.00896089336730841,-0.1098154644,700,23.4,0.53
0.01433742956317142,-0.11972822385,700,23.4,0.53
0.019713966628876808,-0.1281840731,700,23.4,0.53
0.025090501953010578,-0.1390301633,700,23.4,0.53
0.032259217180838635,-0.15100967315,700,23.4,0.53
0.03763575160871399,-0.1590256739,700,23.4,0.53
0.04301228956501721,-0.17392822014999998,700,23.4,0.53
0.04838882401176117,-0.1721327322,700,23.4,0.53
0.05376536195863009,-0.19063835995,700,23.4,0.53
0.05914189639593975,-0.1811047576,700,23.4,0.53
0.0645184308426837,-0.1705201964,700,23.4,0.53
0.06989496527055905,-0.1570100305,700,23.4,0.53
0.07527150674585585,-0.11056620991,700,23.4,0.53
0.0806480411831655,-0.08057427896,700,23.4,0.53
0.08602457562047515,-0.0132063077745,700,23.4,0.53
0.09140111005778481,0.07076494699,700,23.4,0.53
0.09677764801408804,0.1469787326,700,23.4,0.53
0.10215418597039126,0.2578003822,700,23.4,0.53
0.10753072040770092,0.38473960955,700,23.4,0.53
0.11469943299392522,0.6266962461500001,700,23.4,0.53
0.12007597445978771,0.8430366976,700,23.4,0.53
0.1254525053781038,1.0685493055,700,23.4,0.53
0.1308290363152885,1.338494367,700,23.4,0.53
0.1362055742621574,1.5114494145,700,23.4,0.53
0.14158211220902633,1.624913554,700,23.4,0.53
0.14695865017476387,1.669652622,700,23.4,0.53
0.15233518812163277,1.666513964,700,23.4,0.53
0.15771171903994888,1.639058646,700,23.4,0.53
0.16308826403423923,1.589734295,700,23.4,0.53
0.16846479495255534,1.5270081505,700,23.4,0.53
0.1738413258708714,1.467361595,700,23.4,0.53
0.17921786383660893,1.410345895,700,23.4,0.53
0.18638658344195178,1.3344039275,700,23.4,0.53
0.19176311432253068,1.281349144,700,23.4,0.53
0.19713965232600536,1.234599576,700,23.4,0.53
0.2025161903294801,1.200351816,700,23.4,0.53
0.20789272125723046,1.159206684,700,23.4,0.53
0.21326926614774355,1.128411684,700,23.4,0.53
0.21864579707549392,1.098248754,700,23.4,0.53
0.22402232800324431,1.071126375,700,23.4,0.53
0.22939886591237604,1.0477775845,700,23.4,0.53
0.23477540401019376,1.028739883,700,23.4,0.53
0.24015194890070682,1.0093407475,700,23.4,0.53
0.24552847982845724,0.9957431353,700,23.4,0.53
