Normalized Coil Height [-],Air Velocity [m/s],CFM,angle,height
7.495012749763711e-05,-0.0164806094715,1180,23.4,0.53
0.0002649665458328995,-0.060096872169999996,1180,23.4,0.53
0.00045718148864615866,-0.0940534233,1180,23.4,0.53
0.0007176892920750579,-0.12490552575,1180,23.4,0.53
0.0010498367001411844,-0.1496035326,1180,23.4,0.53
0.0014999941953587868,-0.16597561745,1180,23.4,0.53
0.002073944914871335,-0.1772673225,1180,23.4,0.53
0.0028518171467762517,-0.18437638685000002,1180,23.4,0.53
0.003843604020135762,-0.1895869085,1180,23.4,0.53
0.005419517388968692,-0.19452292254999998,1180,23.4,0.53
0.00896089336730841,-0.1996873271,1180,23.4,0.53
0.01433742956317142,-0.21065641855,1180,23.4,0.53
0.019713966628876808,-0.2171952954,1180,23.4,0.53
0.025090501953010578,-0.225450704,1180,23.4,0.53
0.032259217180838635,-0.2333125268,1180,23.4,0.53
0.03763575160871399,-0.241134867,1180,23.4,0.53
0.04301228956501721,-0.25349188970000003,1180,23.4,0.53
0.04838882401176117,-0.2544339808,1180,23.4,0.53
0.05376536195863009,-0.27741237695,1180,23.4,0.53
0.05914189639593975,-0.2810890022,1180,23.4,0.53
0.0645184308426837,-0.29386686135,1180,23.4,0.53
0.06989496527055905,-0.30104272,1180,23.4,0.53
0.07527150674585585,-0.29960669405,1180,23.4,0.53
0.0806480411831655,-0.2994354207,1180,23.4,0.53
0.08602457562047515,-0.25679052075,1180,23.4,0.53
0.09140111005778481,-0.21168459,1180,23.4,0.53
0.09677764801408804,-0.15703402449999998,1180,23.4,0.53
0.10215418597039126,-0.08590709602,1180,23.4,0.53
0.10753072040770092,-0.007091295385,1180,23.4,0.53
0.11469943299392522,0.140320137485,1180,23.4,0.53
0.12007597445978771,0.2827749513,1180,23.4,0.53
0.1254525053781038,0.4662957358,1180,23.4,0.53
0.1308290363152885,0.7367389736,1180,23.4,0.53
0.1362055742621574,1.0839150693,1180,23.4,0.53
0.14158211220902633,1.500060031,1180,23.4,0.53
0.14695865017476387,1.963798318,1180,23.4,0.53
0.15233518812163277,2.21915984,1180,23.4,0.53
0.15771171903994888,2.7822425805,1180,23.4,0.53
0.16308826403423923,2.983595434,1180,23.4,0.53
0.16846479495255534,2.992175255,1180,23.4,0.53
0.1738413258708714,2.969964434,1180,23.4,0.53
0.17921786383660893,2.8824813985000004,1180,23.4,0.53
0.18638658344195178,2.7358555850000004,1180,23.4,0.53
0.19176311432253068,2.60033265,1180,23.4,0.53
0.19713965232600536,2.4797168794999997,1180,23.4,0.53
0.2025161903294801,2.390551774,1180,23.4,0.53
0.20789272125723046,2.281567529,1180,23.4,0.53
0.21326926614774355,2.196366448,1180,23.4,0.53
0.21864579707549392,2.1139821935,1180,23.4,0.53
0.22402232800324431,2.040746974,1180,23.4,0.53
0.22939886591237604,1.979051536,1180,23.4,0.53
0.23477540401019376,1.930437482,1180,23.4,0.53
0.24015194890070682,1.879937055,1180,23.4,0.53
0.24552847982845724,1.845968231,1180,23.4,0.53
0.2509050248133132,1.8004207105,1180,23.4,0.53
0.256281541683958,1.77395285,1180,23.4,0.53
0.261658086668814,1.7417920265000002,1180,23.4,0.53
0.2688268132838411,1.705349804,1180,23.4,0.53
0.2742033302488288,1.680372092,1180,23.4,0.53
0.2795798751393419,1.659407795,1180,23.4,0.53
0.28495642021854095,1.641565158,1180,23.4,0.53
0.29033295105194834,1.622634352,1180,23.4,0.53
0.29570948207404174,1.609814366,1180,23.4,0.53
0.3010860269645548,1.593294995,1180,23.4,0.53
0.3064625720437539,1.582728448,1180,23.4,0.53
0.31183908882005557,1.5691172645,1180,23.4,0.53
0.3172156338992546,1.556456021,1180,23.4,0.53
0.322592164732662,1.5440253015,1180,23.4,0.53
0.32796869556606945,1.533884092,1180,23.4,0.53
0.33334524064526844,1.5251948335,1180,23.4,0.53
0.3387217855357815,1.516167977,1180,23.4,0.53
0.3440983025007692,1.5080686129999998,1180,23.4,0.53
0.3512670291157963,1.496475057,1180,23.4,0.53
0.3566435741006524,1.49202019,1180,23.4,0.53
0.36202009097129706,1.4841963310000001,1180,23.4,0.53
0.36739663595615313,1.477477794,1180,23.4,0.53
0.37277316688390355,1.4714320435,1180,23.4,0.53
0.3781496978116539,1.465498545,1180,23.4,0.53
0.38352624279651,1.460771507,1180,23.4,0.53
0.38890278778136605,1.455724691,1180,23.4,0.53
0.3942793046520107,1.451074352,1180,23.4,0.53
0.3996558496368668,1.446126088,1180,23.4,0.53
0.40503239462172286,1.4426235840000001,1180,23.4,0.53
0.4104089114923676,1.439143766,1180,23.4,0.53
0.41578545647722365,1.4348341685000001,1180,23.4,0.53
0.42295418309225075,1.4304301865000002,1180,23.4,0.53
0.42833070005723844,1.427831048,1180,23.4,0.53
0.43370724494775154,1.423977706,1180,23.4,0.53
0.43908378983826457,1.421324767,1180,23.4,0.53
0.44446030680325227,1.4186218364999998,1180,23.4,0.53
0.44983685169376536,1.415522256,1180,23.4,0.53
0.4552133967729644,1.41311856,1180,23.4,0.53
0.4605899135492661,1.411166796,1180,23.4,0.53
0.46596645862846514,1.408727764,1180,23.4,0.53
0.47134300351897823,1.406419624,1180,23.4,0.53
0.47671953454107163,1.4043637605,1180,23.4,0.53
0.4820960372602676,1.402521714,1180,23.4,0.53
0.48747259639657237,1.400631451,1180,23.4,0.53
0.49284909911576846,1.398717156,1180,23.4,0.53
0.4982256582520732,1.3973596675,1180,23.4,0.53
0.5053943848671002,1.395344352,1180,23.4,0.53
0.5107708876806393,1.394114916,1180,23.4,0.53
0.516147446722601,1.392770519,1180,23.4,0.53
0.5215240057645628,1.391443961,1180,23.4,0.53
0.5269005085781018,1.3900078275,1180,23.4,0.53
0.5322770676200635,1.388896099,1180,23.4,0.53
0.5376535985478139,1.388009002,1180,23.4,0.53
0.5430301294755643,1.386737537,1180,23.4,0.53
0.5484066603089717,1.3859871149999998,1180,23.4,0.53
0.553783191331065,1.385233433,1180,23.4,0.53
