Normalized Coil Height [-],Air Velocity [m/s],CFM,angle,height
7.495012749763711e-05,-0.014943346792,1060,23.4,0.53
0.0002649665458328995,-0.05455573989,1060,23.4,0.53
0.00045718148864615866,-0.08544600851,1060,23.4,0.53
0.0007176892920750579,-0.11346278885,1060,23.4,0.53
0.0010498367001411844,-0.1354537114,1060,23.4,0.53
0.0014999941953587868,-0.15121433865,1060,23.4,0.53
0.002073944914871335,-0.1619638183,1060,23.4,0.53
0.0028518171467762517,-0.1686100043,1060,23.4,0.53
0.003843604020135762,-0.1733362807,1060,23.4,0.53
0.005419517388968692,-0.17794657795000002,1060,23.4,0.53
0.00896089336730841,-0.1823733893,1060,23.4,0.53
0.01433742956317142,-0.19320371990000001,1060,23.4,0.53
0.019713966628876808,-0.1999797318,1060,23.4,0.53
0.025090501953010578,-0.20890556970000002,1060,23.4,0.53
0.032259217180838635,-0.2178142824,1060,23.4,0.53
0.03763575160871399,-0.2266056338,1060,23.4,0.53
0.04301228956501721,-0.24024723404999998,1060,23.4,0.53
0.04838882401176117,-0.2415983405,1060,23.4,0.53
0.05376536195863009,-0.2663481284,1060,23.4,0.53
0.05914189639593975,-0.2695214094,1060,23.4,0.53
0.0645184308426837,-0.27851334115,1060,23.4,0.53
0.06989496527055905,-0.2807213093,1060,23.4,0.53
0.07527150674585585,-0.268524965,1060,23.4,0.53
0.0806480411831655,-0.2610901095,1060,23.4,0.53
0.08602457562047515,-0.20590349270000002,1060,23.4,0.53
0.09140111005778481,-0.1545964982,1060,23.4,0.53
0.09677764801408804,-0.08993164724,1060,23.4,0.53
0.10215418597039126,-0.01143098989,1060,23.4,0.53
0.10753072040770092,0.073574745505,1060,23.4,0.53
0.11469943299392522,0.23569071245,1060,23.4,0.53
0.12007597445978771,0.3953231302,1060,23.4,0.53
0.1254525053781038,0.6015475465,1060,23.4,0.53
0.1308290363152885,0.8979527105,1060,23.4,0.53
0.1362055742621574,1.2668231295,1060,23.4,0.53
0.14158211220902633,1.678490924,1060,23.4,0.53
0.14695865017476387,2.0888064305,1060,23.4,0.53
0.15233518812163277,2.285744337,1060,23.4,0.53
0.15771171903994888,2.6236879455000004,1060,23.4,0.53
0.16308826403423923,2.694671512,1060,23.4,0.53
0.16846479495255534,2.6497269465000004,1060,23.4,0.53
