Normalized Coil Height [-],Air Velocity [m/s]
0.0,1e-05
0.002512562814070352,1e-05
0.005025125628140704,1e-05
0.007537688442211055,1e-05
0.010050251256281407,1e-05
0.01256281407035176,1e-05
0.01507537688442211,1e-05
0.017587939698492466,1e-05
0.020100502512562814,1e-05
0.022613065326633167,1e-05
0.02512562814070352,1e-05
0.02763819095477387,1e-05
0.03015075376884422,1e-05
0.032663316582914576,1e-05
0.03517587939698493,1e-05
0.03768844221105527,1e-05
0.04020100502512563,1e-05
0.042713567839195984,0.05283375
0.04522613065326633,0.13258684
0.04773869346733668,0.20720062
0.05025125628140704,0.28345916
0.052763819095477386,0.4236889
0.05527638190954774,0.5922545
0.05778894472361809,0.7675252
0.06030150753768844,0.97824883
0.06281407035175879,1.2190142
0.06532663316582915,1.3513798
0.0678391959798995,1.4745756
0.07035175879396986,1.5506732
0.0728643216080402,1.5771093
0.07537688442211055,1.5818204
0.07788944723618091,1.5512788
0.08040201005025126,1.4936955
0.0829145728643216,1.4375278
0.08542713567839197,1.388021
0.0879396984924623,1.3360629
0.09045226130653267,1.2872512
0.09296482412060302,1.2461665
0.09547738693467336,1.2063056
0.09798994974874373,1.168752
0.10050251256281408,1.1344619
0.10301507537688441,1.1026603
0.10552763819095477,1.070859
0.10804020100502512,1.0404037
0.11055276381909548,1.0129083
0.11306532663316583,0.996959
0.11557788944723618,0.9810095
0.11809045226130653,0.96506
0.12060301507537688,0.9490782
0.12311557788944723,0.9330962
0.12562814070351758,0.9211683
0.12814070351758794,0.91278625
0.1306532663316583,0.90440404
0.13316582914572864,0.89602184
0.135678391959799,0.88763964
0.13819095477386936,0.87925744
0.14070351758793972,0.87087524
0.14321608040201003,0.86249316
0.1457286432160804,0.85411084
0.14824120603015076,0.84572875
0.1507537688442211,0.8373467
0.15326633165829145,0.8289645
0.15577889447236182,0.8235917
0.15829145728643215,0.8194399
0.16080402010050251,0.81528795
0.16331658291457288,0.811136
0.1658291457286432,0.8074558
0.16834170854271358,0.80509067
0.17085427135678394,0.80272555
0.17336683417085427,0.80036044
0.1758793969849246,0.7979953
0.17839195979899497,0.7956302
0.18090452261306533,0.793265
0.18341708542713567,0.7909
0.18592964824120603,0.7885349
0.1884422110552764,0.7861699
0.19095477386934673,0.78380466
0.1934673366834171,0.78143954
0.19597989949748745,0.77907443
0.1984924623115578,0.7767093
0.20100502512562815,0.7743442
0.2035175879396985,0.7723266
0.20603015075376882,0.7703903
0.20854271356783918,0.76845384
0.21105527638190955,0.7665175
0.2135678391959799,0.76458097
0.21608040201005024,0.76264465
0.2185929648241206,0.7607082
0.22110552763819097,0.75959086
0.2236180904522613,0.7586051
0.22613065326633167,0.75803125
0.22864321608040203,0.75770855
0.23115577889447236,0.75738573
0.23366834170854273,0.7570629
0.23618090452261306,0.7567402
0.2386934673366834,0.7564193
0.24120603015075376,0.75610924
0.24371859296482412,0.7557993
0.24623115577889446,0.75548935
0.24874371859296482,0.7551793
0.25125628140703515,0.7548692
0.2537688442211055,0.7545594
0.2562814070351759,0.75424933
0.25879396984924624,0.7539394
0.2613065326633166,0.7536293
0.26381909547738697,0.7533194
0.2663316582914573,0.7530093
0.26884422110552764,0.7526994
0.271356783919598,0.75238943
0.27386934673366836,0.7520795
0.2763819095477387,0.7517694
0.2788944723618091,0.7514595
0.28140703517587945,0.75114954
0.28391959798994976,0.7508395
0.2864321608040201,0.7505295
0.2889447236180905,0.75008976
0.2914572864321608,0.7495371
0.29396984924623115,0.74898446
0.2964824120603015,0.7484318
0.2989949748743718,0.74787927
0.3015075376884422,0.7473266
0.30402010050251255,0.74677396
0.3065326633165829,0.7462213
0.30904522613065327,0.74566865
0.31155778894472363,0.7451161
0.314070351758794,0.74456346
0.3165829145728643,0.7440108
0.31909547738693467,0.74345815
0.32160804020100503,0.7429055
0.3241206030150754,0.74235284
0.32663316582914576,0.7418002
0.3291457286432161,0.74124765
0.3316582914572864,0.740695
0.3341708542713568,0.74014235
0.33668341708542715,0.7395897
0.3391959798994975,0.73903704
0.3417085427135679,0.7384844
0.34422110552763824,0.7379317
0.3467336683417086,0.7373792
0.3492462311557789,0.73682654
0.35175879396984927,0.7362739
0.3542713567839196,0.73572123
0.35678391959798994,0.7351687
0.3592964824120603,0.73461604
0.36180904522613067,0.7340634
0.364321608040201,0.73351073
0.36683417085427134,0.7329581
0.3693467336683417,0.7324054
0.37185929648241206,0.73185277
0.3743718592964824,0.7313068
0.3768844221105528,0.73076403
0.3793969849246231,0.7302214
0.38190954773869346,0.72967863
0.3844221105527638,0.729136
0.3869346733668342,0.72859323
0.38944723618090454,0.7280505
0.3919597989949749,0.7275077
0.39447236180904527,0.72696495
0.3969849246231156,0.7264223
0.39949748743718594,0.72587955
0.4020100502512563,0.7253368
0.40452261306532666,0.72479403
0.407035175879397,0.7242514
0.4095477386934674,0.7237086
0.4120603015075377,0.72316587
