Normalized Coil Height [-],Air Velocity [m/s]
0.0,1e-05
0.002512562814070352,1e-05
0.005025125628140704,1e-05
0.007537688442211055,1e-05
0.010050251256281407,1e-05
0.01256281407035176,1e-05
0.01507537688442211,1e-05
0.017587939698492466,1e-05
0.020100502512562814,1e-05
0.022613065326633167,1e-05
0.02512562814070352,1e-05
0.02763819095477387,1e-05
0.03015075376884422,1e-05
0.032663316582914576,1e-05
0.03517587939698493,1e-05
0.03768844221105527,1e-05
0.04020100502512563,1e-05
0.042713567839195984,0.0018963218
0.04522613065326633,0.08225548
0.04773869346733668,0.16248028
0.05025125628140704,0.24562016
0.052763819095477386,0.3435163
0.05527638190954774,0.50576735
0.05778894472361809,0.674597
0.06030150753768844,0.8868152
0.06281407035175879,1.1701771
0.06532663316582915,1.3795979
0.0678391959798995,1.5037613
0.07035175879396986,1.6319523
0.0728643216080402,1.7136242
0.07537688442211055,1.7442199
0.07788944723618091,1.7229527
0.08040201005025126,1.6728009
0.0829145728643216,1.6100602
0.08542713567839197,1.5427352
0.0879396984924623,1.4754102
0.09045226130653267,1.4146218
0.09296482412060302,1.3673719
0.09547738693467336,1.3254446
0.09798994974874373,1.2840365
0.10050251256281408,1.2455382
0.10301507537688441,1.2074656
0.10552763819095477,1.1747513
0.10804020100502512,1.1425648
0.11055276381909548,1.1103784
0.11306532663316583,1.0854534
0.11557788944723618,1.0688138
0.11809045226130653,1.0521741
0.12060301507537688,1.0355301
0.12311557788944723,1.0188597
0.12562814070351758,1.0037388
0.12814070351758794,0.99267507
0.1306532663316583,0.98528695
0.13316582914572864,0.9778986
0.135678391959799,0.97051036
0.13819095477386936,0.963122
0.14070351758793972,0.95573366
0.14321608040201003,0.9483454
0.1457286432160804,0.9409572
0.14824120603015076,0.93356895
0.1507537688442211,0.9261806
0.15326633165829145,0.91879237
0.15577889447236182,0.91140413
0.15829145728643215,0.90697575
0.16080402010050251,0.9038178
0.16331658291457288,0.9006598
0.1658291457286432,0.8975017
0.16834170854271358,0.89434385
0.17085427135678394,0.89123845
0.17336683417085427,0.8873619
0.1758793969849246,0.88338137
0.17839195979899497,0.87940085
0.18090452261306533,0.87542045
0.18341708542713567,0.87143993
0.18592964824120603,0.86745954
0.1884422110552764,0.86426103
0.19095477386934673,0.8618959
0.1934673366834171,0.8595307
0.19597989949748745,0.8571657
0.1984924623115578,0.8551191
0.20100502512562815,0.8531827
0.2035175879396985,0.85124624
0.20603015075376882,0.8493099
0.20854271356783918,0.84737337
0.21105527638190955,0.84543717
0.2135678391959799,0.84350073
0.21608040201005024,0.8415642
0.2185929648241206,0.83962786
0.22110552763819097,0.8377397
0.2236180904522613,0.83675396
0.22613065326633167,0.8357682
0.22864321608040203,0.8347825
0.23115577889447236,0.83379686
0.23366834170854273,0.8328111
0.23618090452261306,0.8318254
0.2386934673366834,0.830873
0.24120603015075376,0.8304033
0.24371859296482412,0.83009326
0.24623115577889446,0.8297833
0.24874371859296482,0.8294734
0.25125628140703515,0.8291633
0.2537688442211055,0.82885337
0.2562814070351759,0.8285433
0.25879396984924624,0.82823336
0.2613065326633166,0.8279234
0.26381909547738697,0.82761335
0.2663316582914573,0.82710636
0.26884422110552764,0.8265538
0.271356783919598,0.82600117
0.27386934673366836,0.8254485
0.2763819095477387,0.82489586
0.2788944723618091,0.8243432
0.28140703517587945,0.82379055
0.28391959798994976,0.823238
0.2864321608040201,0.82268536
0.2889447236180905,0.8221327
0.2914572864321608,0.82158005
0.29396984924623115,0.8210274
0.2964824120603015,0.82047486
0.2989949748743718,0.8199221
0.3015075376884422,0.81936955
0.30402010050251255,0.8188168
0.3065326633165829,0.81826437
0.30904522613065327,0.8177117
0.31155778894472363,0.81715894
0.314070351758794,0.8166064
0.3165829145728643,0.8160536
0.31909547738693467,0.8155011
0.32160804020100503,0.81494844
0.3241206030150754,0.8143958
0.32663316582914576,0.81384313
0.3291457286432161,0.8132906
0.3316582914572864,0.81273794
0.3341708542713568,0.8121853
0.33668341708542715,0.81163263
0.3391959798994975,0.8110801
0.3417085427135679,0.81052744
0.34422110552763824,0.8099747
0.3467336683417086,0.809422
0.3492462311557789,0.8088695
0.35175879396984927,0.8083168
0.3542713567839196,0.8077642
0.35678391959798994,0.8072115
0.3592964824120603,0.806659
0.36180904522613067,0.8061063
0.364321608040201,0.8055537
0.36683417085427134,0.805001
0.3693467336683417,0.80444837
0.37185929648241206,0.8038957
0.3743718592964824,0.80334306
0.3768844221105528,0.8027904
0.3793969849246231,0.80223787
0.38190954773869346,0.8016852
0.3844221105527638,0.80113256
0.3869346733668342,0.8005799
0.38944723618090454,0.8000362
0.3919597989949749,0.79949343
0.39447236180904527,0.7989507
0.3969849246231156,0.79840803
0.39949748743718594,0.7978654
0.4020100502512563,0.79732263
0.40452261306532666,0.7967799
0.407035175879397,0.7962371
0.4095477386934674,0.79569435
0.4120603015075377,0.7951517
